FBX Name,User Name,Email,命名检查,分类检查,分类,Hierarchy Check,Hierarchy Root Name Check,根节点名,冻结变换检查,LOD 数量,贴花数量,碰撞数量,LOD 材质球数量,贴花材质球数量,是否有无效的UV集,UV1 范围,Vertex Color,各级 LOD 的三角形数量,贴花的三角形数量,碰撞的三角形数量,旋转包围盒大小 (居中),包围盒大小 (未居中),绝对路径
SM_Stone_SmoothStone_002,,,Passed,Passed,Stone,Passed,Passed,[SM_Stone_SmoothStone_002],Passed,5,0,1,[1][1][1][1][1],N/A,Passed,[0.985840-0.990005],[1.000000][0.000000][0.000000],[2124][1062][530][264][132],N/A,1060,[5.106802][8.957006][8.517192],[4.633702][2.559868][4.555192],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Stone/Model/SM_Stone_SmoothStone_002.FBX
SM_Stone_SmoothStone_004,,,Passed,Passed,Stone,Passed,Passed,[SM_Stone_SmoothStone_004],Passed,5,0,1,[1][1][1][1][1],N/A,Passed,[0.903320-0.990005],[1.000000][0.000000][0.000000],[432][216][108][54][26],N/A,148,[1.712228][1.097953][1.072284],[0.871910][0.565023][0.566831],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Stone/Model/SM_Stone_SmoothStone_004.fbx
SM_Stone_SmoothStone_005,,,Passed,Passed,Stone,Passed,Passed,[SM_Stone_SmoothStone_005],Passed,5,0,1,[1][1][1][1][1],N/A,Passed,[0.858887-0.990005],[1.000000][0.000000][0.000000],[662][330][164][82][40],N/A,162,[1.550196][1.786822][1.745268],[0.927514][0.754611][0.930865],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Stone/Model/SM_Stone_SmoothStone_005.fbx
SM_Stone_SmoothStone_006,,,Passed,Passed,Stone,Passed,Passed,[SM_Stone_SmoothStone_006],Passed,5,0,1,[1][1][1][1][1],N/A,Passed,[0.989746-0.990005],[1.000000][0.000000][0.000000],[546][272][136][68][34],N/A,132,[1.517064][1.269379][2.059470],[0.871578][0.634088][1.001951],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Stone/Model/SM_Stone_SmoothStone_006.fbx
SM_Stone_SmoothStone_007,,,Passed,Passed,Stone,Passed,Passed,[SM_Stone_SmoothStone_007],Passed,5,0,1,[1][1][1][1][1],N/A,Passed,[0.924316-0.990005],[1.000000][0.000000][0.000000],[742][370][184][92][46],N/A,162,[1.330112][1.828623][2.056562],[1.037729][0.669851][0.993983],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Stone/Model/SM_Stone_SmoothStone_007.fbx
SM_Stone_SmoothStone_008,,,Passed,Passed,Stone,Passed,Passed,[SM_Stone_SmoothStone_008],Passed,5,0,1,[1][1][1][1][1],N/A,Passed,[0.989746-0.990005],[1.000000][0.000000][0.000000],[666][332][166][82][40],N/A,118,[1.515022][1.739018][1.467111],[0.776176][0.773698][0.932893],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Stone/Model/SM_Stone_SmoothStone_008.fbx
SM_Stone_SmoothStone_009_A,,,Passed,Passed,Stone,Passed,Passed,[SM_Stone_SmoothStone_009_A],Passed,5,0,1,[1][1][1][1][1],N/A,Passed,[0.952637-0.990005],[1.000000][0.000000][0.000000],[2932][1466][732][366][182],N/A,595,[10.475307][12.442275][10.292764],[5.237446][6.262924][5.187147],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Stone/Model/SM_Stone_SmoothStone_009_A.fbx
SM_Stone_SmoothStone_009_B,,,Passed,Passed,Stone,Passed,Passed,[SM_Stone_SmoothStone_009_B],Passed,5,0,1,[1][1][1][1][1],N/A,Passed,[0.952637-0.990005],[1.000000][0.000000][0.000000],[2932][1466][732][366][182],N/A,734,[11.699066][11.038256][12.885113],[6.164545][5.195983][5.489166],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Stone/Model/SM_Stone_SmoothStone_009_B.fbx
SM_Stone_SmoothStone_010,,,Passed,Passed,Stone,Passed,Passed,[SM_Stone_SmoothStone_010],Passed,5,0,1,[1][1][1][1][1],N/A,Passed,[0.999512-0.996794],[0.000000][0.000000][0.000000],[1600][800][400][200][100],N/A,406,[1.265886][1.455557][0.401664],[0.420611][0.270946][0.539523],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Stone/Model/SM_Stone_SmoothStone_010.FBX
SM_Stone_SmoothStone_011,,,Passed,Passed,Stone,Passed,Passed,[SM_Stone_SmoothStone_011],Passed,4,0,1,[1][1][1][1],N/A,Passed,[0.999512-0.996794],[0.000000][0.000000][0.000000],[400][200][100][50],N/A,200,[0.595703][0.589224][0.302484],[0.290871][0.275473][0.337557],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Stone/Model/SM_Stone_SmoothStone_011.FBX
M_Item_SceneObject_TeleportFlower,,,Failed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/M_Item_SceneObject_TeleportFlower.fbx
M_Item_SceneObject_TeleportFlower_01,,,Failed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/M_Item_SceneObject_TeleportFlower_01.fbx
SM_Item_Build_AncientGate_Open,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_AncientGate_Open],Passed,4,0,3,[3][3][3][3],N/A,Passed,[1.017943-0.998259],[0.000000][0.000000][0.000000],[5490][3619][2386][1572],N/A,168,[8.505640][8.426889][6.121893],[4.250351][8.428481][4.177089],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_AncientGate_Open.FBX
SM_Item_Build_Platform_01,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_Platform_01],Passed,4,0,1,[3][3][3][3],N/A,Passed,[1.500000-1.500000],[0.000000][0.000000][0.000000],[19572][9786][4892][2446],N/A,19572,[6.454444][0.420616][6.450799],[3.232116][0.403777][3.230351],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_Platform_01.fbx
SM_Item_Build_SteleMonument,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_SteleMonument],Passed,4,0,1,[1][1][1][1],N/A,Passed,[0.989746-0.989830],[0.000000][0.000000][0.000000],[3922][1960][980][490],N/A,3922,[0.742693][1.603078][0.161636],[0.371517][1.600170][0.076461],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_SteleMonument.FBX
SM_Item_Build_Stone_BreakableFloor_A,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_Stone_BreakableFloor_A],Passed,4,0,1,[1][1][1][1],N/A,Passed,[1.341548-0.995183],[0.000000][0.000000][0.000000],[5906][2952][1476][738],N/A,12,[0.714152][4.007250][4.016091],[1.990940][0.364278][2.027279],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_Stone_BreakableFloor_A.fbx
SM_Item_Build_Stone_BreakableWall_A,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_Stone_BreakableWall_A],Passed,4,0,1,[1][1][1][1],N/A,Passed,[2.125267-0.995268],[1.000000][1.000000][1.000000],[6014][3006][1502][750],N/A,19,[4.022781][4.035625][0.798408],[2.000257][2.000001][0.418143],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_Stone_BreakableWall_A.fbx
SM_Item_Build_SwordHolder_001,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_SwordHolder_001],Passed,4,1,1,[1][1][1][1],[1],Passed,[1.992992-0.990480],[0.000000][0.000000][0.000000],[1856][928][463][230],[12],32,[2.871726][1.939483][0.403038],[1.435585][0.402612][0.990234],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_SwordHolder_001.fbx
SM_Item_Build_SwordHolder_002,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_SwordHolder_002],Passed,4,1,1,[1][1][1][1],[1],Passed,[0.994361-0.997716],[0.000000][0.000000][0.000000],[212][129][78][47],[20],12,[0.380642][0.323353][0.889608],[-0.143255][0.485192][0.446119],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_SwordHolder_002.fbx
SM_Item_Build_TempleComponent_Ceiling_A,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_Ceiling_A],Passed,4,0,4,[1][1][1][1],N/A,Passed,[2.000776-0.988194],[0.000000][0.000000][0.000000],[860][528][264][132],N/A,56,[7.434724][1.766716][7.427971],[4.044421][0.011907][3.994324],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_Ceiling_A.fbx
SM_Item_Build_TempleComponent_Ceiling_B,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_Ceiling_B],Passed,1,0,1,[1],N/A,Passed,[9.353647-2.712792],[0.000000][0.000000][0.000000],[44],N/A,12,[2.501353][0.500001][2.504443],[1.250000][0.000000][1.250000],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_Ceiling_B.fbx
SM_Item_Build_TempleComponent_Ceiling_C,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_Ceiling_C],Passed,1,1,2,[1],[1],Passed,[8.649965-5.758302],[0.000000][0.000000][0.000000],[68],[9],24,[3.282333][0.513479][4.750006],[2.608522][0.000001][1.641470],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_Ceiling_C.fbx
SM_Item_Build_TempleComponent_EndingMachine_001,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_EndingMachine_001],Passed,4,4,1,[2][2][2][2],[1][1][1][1],Passed,[1.991395-0.990514],[0.000000][0.000000][0.000000],[3306][1670][715][352],[112][38][23][7],164,[13.066967][1.802732][13.056119],[6.545140][3.779282][6.531521],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_EndingMachine_001.fbx
SM_Item_Build_TempleComponent_EndingMachine_002,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_EndingMachine_002],Passed,4,4,1,[1][1][1][1],[1][1][1][1],Passed,[0.987243-0.987680],[0.000000][0.000000][0.000000],[782][396][160][76],[6][1][1][1],68,[4.688989][2.344003][2.321376],[1.378289][5.574511][1.370292],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_EndingMachine_002.fbx
SM_Item_Build_TempleComponent_EndingMachine_003,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_EndingMachine_003],Passed,4,4,1,[1][1][1][1],[1][1][1][1],Passed,[0.992401-0.995043],[0.000000][0.000000][0.000000],[620][308][137][64],[96][29][13][7],132,[3.125657][3.126776][0.910514],[1.602745][2.057519][1.608232],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_EndingMachine_003.fbx
SM_Item_Build_TempleComponent_EndingMachine_004,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_EndingMachine_004],Passed,4,4,2,[1][1][1][1],[1][1][1][1],Passed,[0.995565-0.909588],[0.000000][0.000000][0.000000],[332][172][74][38],[2][2][2][2],24,[0.731138][2.515740][0.730456],[0.364863][3.032826][0.368413],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_EndingMachine_004.fbx
SM_Item_Build_TempleComponent_EndingMachine_005_A,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_EndingMachine_005_A],Passed,4,0,1,[1][1][1][1],N/A,Passed,[0.989644-0.481326],[0.000000][0.000000][0.000000],[166][100][38][16],N/A,36,[0.250909][0.265327][0.250003],[0.145463][0.130003][0.130924],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_EndingMachine_005_A.fbx
SM_Item_Build_TempleComponent_EndingMachine_005_B,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_EndingMachine_005_B],Passed,4,0,1,[1][1][1][1],N/A,Passed,[0.963677-0.548506],[0.000000][0.000000][0.000000],[64][32][16][4],N/A,20,[0.118016][0.096306][0.131540],[0.058030][0.070652][0.052389],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_EndingMachine_005_B.fbx
SM_Item_Build_TempleComponent_EndingMachine_005_C,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_EndingMachine_005_C],Passed,4,0,1,[1][1][1][1],N/A,Passed,[0.992619-0.443020],[0.000000][0.000000][0.000000],[64][30][14][8],N/A,28,[0.079644][0.141831][0.132167],[0.070001][0.040375][0.072443],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_EndingMachine_005_C.fbx
SM_Item_Build_TempleComponent_EndingMachine_005_D,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_EndingMachine_005_D],Passed,4,0,1,[1][1][1][1],N/A,Passed,[0.981784-0.475376],[0.000000][0.000000][0.000000],[44][24][12][4],N/A,12,[0.064546][0.095967][0.129433],[0.043712][0.061797][0.030002],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_EndingMachine_005_D.fbx
SM_Item_Build_TempleComponent_EndingMachine_005_E,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_EndingMachine_005_E],Passed,4,0,1,[1][1][1][1],N/A,Passed,[0.883192-0.413521],[0.000000][0.000000][0.000000],[60][28][10][4],N/A,12,[0.123025][0.118016][0.116825],[0.058030][0.060005][0.056840],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_EndingMachine_005_E.fbx
SM_Item_Build_TempleComponent_EndingMachine_005_F,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_EndingMachine_005_F],Passed,4,0,1,[1][1][1][1],N/A,Passed,[0.879729-0.374612],[0.000000][0.000000][0.000000],[60][28][12][4],N/A,12,[0.123215][0.118016][0.116980],[0.058030][0.056980][0.060005],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_EndingMachine_005_F.fbx
SM_Item_Build_TempleComponent_EndingMachine_005_G,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_EndingMachine_005_G],Passed,4,0,1,[1][1][1][1],N/A,Passed,[0.981372-0.544331],[0.000000][0.000000][0.000000],[60][28][12][4],N/A,12,[0.124362][0.118875][0.117263],[0.061202][0.057283][0.057123],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_EndingMachine_005_G.fbx
SM_Item_Build_TempleComponent_EndingMachine_006,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_EndingMachine_006],Passed,1,1,16,[2],[2],Passed,[12.626959-17.587957],[0.000000][0.000000][0.000000],[2294],[7788],192,[24.500000][24.500000][3.110333],[12.250000][3.110330][12.249999],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_EndingMachine_006.fbx
SM_Item_Build_TempleComponent_EndingMachine_Decal,,,Passed,Passed,Build,Failed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_EndingMachine_Decal.fbx
SM_Item_Build_TempleComponent_EndingMachine_Root_001,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_EndingMachine_Root_001],Passed,3,1,1,[2][2][2],[1],Passed,[0.996019-0.995285],[0.000000][0.000000][0.000000],[12876][6438][3218],[8228],644,[9.950369][25.787788][7.519315],[4.772267][32.177765][3.402608],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_EndingMachine_Root_001.fbx
SM_Item_Build_TempleComponent_EndingMachine_Root_002,,,Passed,Passed,Build,Failed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_EndingMachine_Root_002.fbx
SM_Item_Build_TempleComponent_HalfCube_2m,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_HalfCube_2m],Passed,1,2,1,[1],[1][1],Passed,[10.900246-8.096592],[0.000000][0.000000][0.000000],[44],[176][16],12,[2.000001][2.000006][2.000007],[1.000002][2.000001][1.000002],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_HalfCube_2m.fbx
SM_Item_Build_TempleComponent_HalfCube_2m_Ani,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_HalfCube_2m_Ani],Passed,1,3,1,[1],[1][1][1],Passed,[10.900246-8.096592],[0.000000][0.000000][0.000000],[44],[176][8][8],12,[2.000001][2.000006][2.000007],[1.000002][2.000001][1.000002],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_HalfCube_2m_Ani.fbx
SM_Item_Build_TempleComponent_HalfCube_4m,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_HalfCube_4m],Passed,1,2,1,[1],[1][1],Passed,[6.162292-9.458479],[0.000000][0.000000][0.000000],[44],[176][16],12,[4.000002][2.000001][4.000004],[2.000001][2.000001][2.000000],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_HalfCube_4m.fbx
SM_Item_Build_TempleComponent_HalfCube_4m_F,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_HalfCube_4m_F],Passed,1,2,0,[1],[1][1],Passed,[6.162223-8.307151],[0.000000][0.000000][0.000000],[10],[40][4],N/A,[4.000000][2.000001][0.040018],[2.000000][2.000001][2.000001],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_HalfCube_4m_F.fbx
SM_Item_Build_TempleComponent_HalfCube_4m_S,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_HalfCube_4m_S],Passed,1,2,0,[1],[1][1],Passed,[6.162292-9.444998],[0.000000][0.000000][0.000000],[30],[100][12],N/A,[4.000011][3.960009][2.000001],[2.000001][2.000001][2.000000],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_HalfCube_4m_S.fbx
SM_Item_Build_TempleComponent_Lamp_1_5m,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_Lamp_1_5m],Passed,4,0,1,[2][2][2][2],N/A,Passed,[0.997635-0.986304],[0.000000][0.000000][0.000000],[1585][792][396][197],N/A,12,[1.503340][0.716799][0.748641],[0.358670][1.501993][0.374321],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_Lamp_1_5m.fbx
SM_Item_Build_TempleComponent_Lamp_4m,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_Lamp_4m],Passed,4,0,1,[2][2][2][2],N/A,Passed,[1.808094-0.995751],[0.000000][0.000000][0.000000],[2090][1045][521][259],N/A,12,[1.024849][1.014439][4.004706],[0.507413][4.004706][0.507413],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_Lamp_4m.fbx
SM_Item_Build_TempleComponent_Lamp_6m,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_Lamp_6m],Passed,4,0,1,[2][2][2][2],N/A,Passed,[1.808094-0.997381],[0.000000][0.000000][0.000000],[2265][1131][565][282],N/A,12,[1.342810][1.346648][6.010170],[0.675372][6.010170][0.675372],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_Lamp_6m.fbx
SM_Item_Build_TempleComponent_Lamp_Wall,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_Lamp_Wall],Passed,4,0,1,[2][2][2][2],N/A,Passed,[0.998501-0.999702],[0.000000][0.000000][0.000000],[1835][916][458][228],N/A,12,[0.719749][1.408098][1.012639],[0.000000][1.404074][0.360727],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_Lamp_Wall.fbx
SM_Item_Build_TempleComponent_LowCube_2m,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_LowCube_2m],Passed,1,2,1,[1],[1][1],Passed,[5.323891-5.874506],[0.000000][0.000000][0.000000],[44],[176][16],12,[3.000002][2.000004][2.000005],[1.000002][3.000001][1.000002],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_LowCube_2m.fbx
SM_Item_Build_TempleComponent_LowCube_4m,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_LowCube_4m],Passed,1,2,1,[1],[1][1],Passed,[9.160947-1.753522],[0.000000][0.000000][0.000000],[44],[176][16],12,[4.000003][3.000002][4.000003],[2.000001][3.000002][2.000000],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_LowCube_4m.fbx
SM_Item_Build_TempleComponent_MachineGate_4m_001,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_MachineGate_4m_001],Passed,4,1,3,[2][2][2][2],[1],Passed,[1.437021-0.996352],[0.000000][0.000000][0.000000],[1568][914][456][228],[24],36,[0.543498][4.005363][4.010771],[2.010014][4.003959][0.269582],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_MachineGate_4m_001.fbx
SM_Item_Build_TempleComponent_MachineGate_4m_002,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_MachineGate_4m_002],Passed,4,1,1,[1][1][1][1],[1],Passed,[0.754008-0.834318],[0.000000][0.000000][0.000000],[44][30][14][6],[4],12,[1.566927][0.144218][0.276874],[1.566924][0.276860][0.072109],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_MachineGate_4m_002.fbx
SM_Item_Build_TempleComponent_MachineGate_4m_003_A,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_MachineGate_4m_003_A],Passed,4,1,1,[1][1][1][1],[1],Passed,[0.998004-0.990789],[0.000000][0.000000][0.000000],[1052][656][328][164],[16],12,[0.576796][0.343546][1.151136],[0.576796][0.577383][0.171773],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_MachineGate_4m_003_A.fbx
SM_Item_Build_TempleComponent_MachineGate_4m_003_B,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_MachineGate_4m_003_B],Passed,4,1,1,[1][1][1][1],[1],Passed,[0.995990-0.993397],[0.000000][0.000000][0.000000],[944][604][302][150],[92],108,[0.903501][0.681231][0.573998],[0.482343][0.478186][0.286999],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_MachineGate_4m_003_B.fbx
SM_Item_Build_TempleComponent_MachineGate_4m_003_C,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_MachineGate_4m_003_C],Passed,4,1,1,[1][1][1][1],[1],Passed,[0.995990-0.993397],[0.000000][0.000000][0.000000],[1024][616][308][154],[208],192,[0.898005][0.677649][0.692741],[0.478185][0.213388][0.339094],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_MachineGate_4m_003_C.fbx
SM_Item_Build_TempleComponent_MachineGate_8m_001,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_MachineGate_8m_001],Passed,4,1,3,[2][2][2][2],[1],Passed,[1.695014-0.996352],[0.000000][0.000000][0.000000],[2572][1468][734][366],[48],36,[0.547630][8.034471][8.007394],[4.024071][8.006639][0.272028],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_MachineGate_8m_001.fbx
SM_Item_Build_TempleComponent_MachineGate_8m_002,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_MachineGate_8m_002],Passed,4,1,1,[1][1][1][1],[1],Passed,[1.107616-0.833396],[0.000000][0.000000][0.000000],[44][30][14][6],[4],12,[0.145111][3.534180][0.277799],[3.534175][0.276860][0.072503],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_MachineGate_8m_002.fbx
SM_Item_Build_TempleComponent_Portal,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_Portal],Passed,4,0,1,[1][1][1][1],N/A,Passed,[1.725895-0.995734],[0.000000][0.000000][0.000000],[636][416][208][104],N/A,100,[4.887676][5.266432][0.535724],[2.441858][5.213460][0.488946],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_Portal.fbx
SM_Item_Build_TempleComponent_Portal_Door,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_Portal_Door],Passed,1,0,0,[1],N/A,Passed,[1.250000-1.500000],[1.000000][1.000000][1.000000],[12],N/A,N/A,[1.826375][3.000000][0.100000],[0.913188][3.007108][0.050000],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_Portal_Door.fbx
